CHARTER,SNAME,DNAME,CNAME,API12B,ST_RANK,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED
,A. M. Winn Elementary,Sacramento City Unified,Sacramento,768,3,18,0,7,1,25,0,44,4,85,8,0,24,17,17,26,28,N/A,71,13,39,21,23,4,2.68
,San Benito High,San Benito High,San Benito,768,6,1,1,1,1,65,0,31,0,41,12,19,10,24,9,N/A,N/A,32,94,20,26,31,16,7,2.63
,Woodbridge,Lodi Unified,San Joaquin,768,3,2,1,3,2,49,0,41,1,69,12,6,25,9,18,24,29,N/A,79,20,29,31,12,8,2.6
D,Aspire Langston Hughes Academy,Stockton Unified,San Joaquin,768,4,29,1,6,2,54,0,7,1,82,0,0,5,18,8,N/A,29,28,83,14,36,32,12,6,2.6
,Jefferson Elementary,Cloverdale Unified,Sonoma,768,3,1,1,0,1,54,0,40,3,67,0,0,47,0,6,28,31,N/A,99,19,30,32,13,5,2.55
,,Esparto Unified,Yolo,768,B,2,0,1,1,64,0,30,1,60,14,5,32,16,11,25,30,25,88,24,27,30,13,6,2.5
,Dry Creek Elementary,Twin Rivers Unified,Sacramento,768,3,3,1,4,0,36,1,50,3,78,1,0,27,2,8,26,32,N/A,90,16,38,32,11,3,2.49
,Lawrence T. Magee Elementary,El Rancho Unified,Los Angeles,768,3,1,0,1,0,98,0,1,0,78,0,0,41,8,10,22,31,N/A,95,20,38,28,5,10,2.47
,Viking Elementary,Fresno Unified,Fresno,768,3,9,1,14,1,57,2,17,0,100,3,0,19,6,11,28,29,N/A,62,18,34,37,9,4,2.47
,Marjorie Veeh Elementary,Tustin Unified,Orange,768,3,4,0,4,1,77,1,10,1,79,2,0,54,5,13,23,26,N/A,89,26,28,31,12,4,2.41
,Warren A. Allison Elementary,Twin Rivers Unified,Sacramento,768,3,18,1,3,1,39,1,32,6,79,17,0,30,6,18,25,30,N/A,92,19,39,26,14,2,2.41
,Westmont Elementary,Anaheim City,Orange,768,3,6,0,4,3,80,0,6,1,86,10,0,41,24,12,28,28,N/A,18,22,36,28,10,5,2.39
,Father Keith B. Kenny Elementary,Sacramento City Unified,Sacramento,768,3,42,1,6,1,39,1,6,4,100,4,0,17,6,11,23,25,N/A,80,26,37,20,7,9,2.35
,George Eisenhut Elementary,Stanislaus Union Elementary,Stanislaus,768,3,6,1,6,1,57,1,25,2,78,2,0,22,8,8,30,28,N/A,94,24,28,42,5,2,2.34
,Verde Vale Elementary,Cascade Union Elementary,Shasta,768,3,2,11,4,0,33,1,50,0,90,9,2,26,1,23,25,29,N/A,92,16,44,33,6,2,2.34
,University Park Elementary,Salinas City Elementary,Monterey,768,3,2,0,3,3,76,0,13,0,73,3,5,25,10,6,27,30,N/A,99,26,31,30,11,1,2.3
,Burnett Elementary,Long Beach Unified,Los Angeles,768,3,12,0,12,0,73,1,1,0,93,12,1,42,24,6,29,33,N/A,86,33,26,25,12,4,2.29
,Stanley Mosk Elementary,Los Angeles Unified,Los Angeles,768,3,8,0,5,4,75,0,8,0,100,5,0,37,22,9,20,21,N/A,91,33,28,21,14,4,2.28
,Cienega Elementary,Los Angeles Unified,Los Angeles,768,3,16,0,0,0,83,0,0,0,100,13,0,42,17,14,18,25,N/A,21,27,35,24,11,3,2.27
,Chatom Elementary,Chatom Union,Stanislaus,768,3,0,0,0,0,68,0,32,0,85,4,0,64,1,11,22,27,N/A,65,35,32,10,19,4,2.26
,Mayberry Street Elementary,Los Angeles Unified,Los Angeles,768,3,3,1,5,8,81,1,1,0,77,4,0,26,19,18,17,15,N/A,90,30,30,26,10,3,2.25
,Monte Vista Elementary,Porterville Unified,Tulare,768,3,2,1,2,0,78,0,16,1,78,0,3,25,3,3,23,31,N/A,93,29,32,30,6,4,2.24
,E. Ruth Sheldon Elementary,Fairfield-Suisun Unified,Solano,768,3,14,1,3,4,60,2,9,5,83,1,0,34,15,15,30,33,N/A,99,27,36,25,10,1,2.22
D,Triumph Charter High,Los Angeles Unified,Los Angeles,768,6,1,0,1,1,95,0,2,0,79,4,0,15,47,13,N/A,N/A,18,95,33,31,24,9,3,2.19
,El Dorado Elementary,Lancaster Elementary,Los Angeles,768,3,31,0,0,0,58,0,8,2,90,8,1,29,4,6,26,30,N/A,100,33,29,28,7,3,2.17
,,Ontario-Montclair Elementary,San Bernardino,768,B,3,0,2,0,88,0,5,1,83,9,0,47,12,11,23,26,27,96,32,36,20,8,4,2.15
,Kerman Middle,Kerman Unified,Fresno,768,4,1,2,5,0,79,0,13,1,79,24,9,15,31,10,N/A,N/A,29,93,34,33,22,9,2,2.13
,Serrano Elementary,Moreno Valley Unified,Riverside,768,3,11,0,2,2,80,0,4,1,85,3,3,50,4,17,28,26,N/A,88,29,39,25,6,1,2.12
,Live Oak Elementary,Lodi Unified,San Joaquin,768,3,2,1,6,2,66,0,24,0,84,7,16,46,8,20,19,29,N/A,94,41,29,18,9,2,2.02
,Naranca Elementary,Cajon Valley Union,San Diego,768,3,13,0,2,1,52,1,28,1,80,3,0,63,5,8,24,30,N/A,90,34,42,16,6,1,1.99
,Jackson Elementary,Pasadena Unified,Los Angeles,768,3,22,0,0,2,72,0,3,0,90,4,0,41,9,18,25,27,N/A,87,43,29,19,9,0,1.94
,Margaret Heath Elementary,Baldwin Park Unified,Los Angeles,768,3,1,0,3,1,91,0,3,0,94,1,0,46,13,18,15,21,N/A,71,35,45,15,3,2,1.91
,Venn W. Furgeson Elementary,ABC Unified,Los Angeles,768,3,0,0,1,0,98,0,0,0,98,2,26,70,16,13,21,23,N/A,90,55,24,9,5,7,1.84
D,Alliance College-Ready Middle Academy No,Los Angeles Unified,Los Angeles,768,4,0,0,4,0,95,0,1,0,95,0,0,24,33,13,N/A,30,25,100,51,27,16,4,2,1.77
,Dwight Eisenhower Elementary,Desert Sands Unified,Riverside,768,3,0,0,0,1,94,0,3,0,96,1,2,61,13,14,20,19,N/A,100,53,29,12,5,1,1.73
,Ascot Avenue Elementary,Los Angeles Unified,Los Angeles,768,3,5,0,0,0,95,0,0,0,100,8,1,47,35,8,21,22,N/A,83,58,31,7,2,2,1.59
,iHigh Virtual Academy,San Diego Unified,San Diego,767,6,8,0,2,4,29,0,49,8,31,20,0,0,4,2,N/A,N/A,14,88,0,18,29,29,24,3.6
,Fiesta Gardens International Elementary,San Mateo-Foster City,San Mateo,767,3,1,0,1,1,73,0,22,1,45,2,0,42,3,7,26,30,N/A,98,14,19,24,22,21,3.19
,Wilson High,Long Beach Unified,Los Angeles,767,6,12,0,9,2,49,1,27,0,52,0,0,13,28,8,N/A,N/A,28,81,16,19,19,29,16,3.1
,Cameron Ranch Elementary,San Juan Unified,Sacramento,767,3,18,1,4,2,23,1,50,0,78,1,0,13,5,20,26,32,N/A,68,8,18,39,24,10,3.09
Y,John C. Fremont Charter,Merced City Elementary,Merced,767,3,6,1,5,0,65,1,20,1,79,0,2,18,9,8,24,31,N/A,94,11,24,36,16,13,2.97
,Mission Crest Elementary,Hesperia Unified,San Bernardino,767,3,17,1,2,1,58,1,19,0,68,6,0,17,3,8,30,30,N/A,94,9,25,38,16,12,2.96
,La Jolla Elementary,Moreno Valley Unified,Riverside,767,3,29,0,3,4,46,1,14,2,65,7,2,17,6,6,29,32,N/A,91,7,24,41,21,5,2.93
,Sierra High,Manteca Unified,San Joaquin,767,6,7,0,8,5,42,1,35,1,48,15,0,6,19,8,N/A,N/A,25,84,8,29,31,25,7,2.92
,,Exeter Union High,Tulare,767,B,1,1,1,1,48,0,48,0,44,3,5,6,0,6,,,,94,16,19,33,21,11,2.91
D,Magnolia Science Academy 4,Los Angeles Unified,Los Angeles,767,4,18,1,3,1,58,1,16,2,76,8,0,9,24,10,N/A,15,22,98,21,23,24,25,7,2.75
,Del Rey Elementary,San Lorenzo Unified,Alameda,767,3,10,1,7,5,60,1,16,1,55,2,1,31,11,14,26,27,N/A,86,10,34,31,22,3,2.72
,Seneca Elementary,Moreno Valley Unified,Riverside,767,3,19,1,3,2,53,0,17,3,66,6,1,21,4,16,26,28,N/A,93,10,33,39,14,4,2.68
,Valencia Park Elementary,San Diego Unified,San Diego,767,3,33,0,9,4,43,2,2,7,100,17,0,36,9,13,24,25,N/A,84,11,33,37,16,3,2.67
,John Muir Middle,San Leandro Unified,Alameda,767,4,12,0,19,12,43,1,9,2,64,20,0,16,32,16,N/A,28,26,96,15,33,28,20,4,2.65
,,Woodland Joint Unified,Yolo,767,B,1,1,5,0,65,0,26,1,64,15,3,25,21,10,29,28,27,86,23,24,30,15,8,2.61
,Los Arboles Middle,Monterey Peninsula Unified,Monterey,767,4,10,1,7,7,49,5,14,8,68,7,0,12,18,12,N/A,27,31,100,21,30,25,16,8,2.6
,,Mountain House Elementary,Alameda,767,B,0,3,0,0,41,0,48,7,55,0,0,31,0,14,N/A,20,N/A,76,32,18,14,32,5,2.59
,Mountain House Elementary,Mountain House Elementary,Alameda,767,3,0,3,0,0,41,0,48,7,55,0,0,31,0,14,N/A,20,N/A,76,32,18,14,32,5,2.59
,,Hollister,San Benito,767,B,1,0,1,1,74,0,20,1,66,9,17,32,10,11,29,32,28,95,21,29,30,16,5,2.56
,Yucca Valley Elementary,Morongo Unified,San Bernardino,767,3,5,0,1,0,41,0,48,3,86,8,0,11,5,8,27,21,N/A,90,18,31,35,10,6,2.54
,,Washington Unified,Yolo,767,B,6,1,11,3,42,1,34,1,68,15,0,20,19,9,19,28,26,98,22,29,28,16,4,2.51
,Highlands Elementary,Pittsburg Unified,Contra Costa,767,3,21,0,2,7,56,2,9,3,79,0,0,37,5,7,26,26,N/A,87,19,33,30,16,2,2.49
,South Bay Elementary,South Bay Union Elementary,Humboldt,767,3,3,13,6,1,21,2,54,0,65,5,0,9,10,23,N/A,20,N/A,98,19,35,30,11,5,2.47
,Gabilan Hills,Hollister,San Benito,767,3,0,0,0,0,87,0,12,1,73,3,18,44,6,8,29,37,N/A,98,23,34,30,10,3,2.37
,Discovery,Lancaster Elementary,Los Angeles,767,3,21,0,1,2,63,0,11,0,88,15,4,32,10,5,31,36,32,100,31,25,26,13,5,2.35
,Miner (George) Elementary,Oak Grove Elementary,Santa Clara,767,3,6,1,10,5,67,1,8,0,75,14,1,43,17,5,23,30,N/A,89,31,34,21,10,5,2.26
,Joshua Hills Elementary,Palmdale Elementary,Los Angeles,767,3,16,1,1,1,72,0,6,1,90,7,1,28,10,14,29,27,N/A,93,25,38,26,9,2,2.25
,,Escondido Union,San Diego,767,B,3,0,3,2,72,0,19,0,74,11,2,47,13,11,22,28,28,81,38,24,19,13,6,2.24
D,Accelerated,Los Angeles Unified,Los Angeles,767,3,12,1,0,0,86,0,1,0,94,0,0,38,28,10,,,,81,31,31,25,9,3,2.22
,Central Elementary,National Elementary,San Diego,767,3,1,0,3,5,88,1,2,0,100,18,0,67,6,12,19,30,N/A,87,32,33,23,11,2,2.19
,,Edison Elementary,Kern,767,B,3,0,0,0,80,0,16,0,92,5,3,30,20,7,25,28,23,86,30,36,23,9,2,2.17
,Marshall Elementary,San Bernardino City Unified,San Bernardino,767,3,11,1,0,0,79,0,9,1,95,10,0,35,8,13,26,32,N/A,71,29,44,12,13,2,2.17
,Owens Valley Elementary,Owens Valley Unified,Inyo,767,3,0,8,0,0,43,0,27,22,59,2,0,0,4,0,4,6,7,49,4,76,20,0,0,2.16
,Maxwell Elementary,Duarte Unified,Los Angeles,767,3,5,0,0,0,93,0,2,1,89,4,2,60,12,12,25,26,N/A,98,28,40,23,7,2,2.15
,William Penn Elementary,Bakersfield City,Kern,767,3,11,0,1,3,71,0,15,0,94,0,9,23,11,14,18,30,N/A,68,31,35,21,11,1,2.15
,Del Rey Elementary,Victor Elementary,San Bernardino,767,3,15,1,1,1,67,1,10,5,78,0,0,32,6,10,32,33,N/A,94,30,37,23,8,2,2.14
,Stine Elementary,Panama-Buena Vista Union,Kern,767,3,18,0,2,1,55,1,23,1,88,1,0,16,8,11,30,29,N/A,39,23,54,14,8,1,2.11
,Gridley Street Elementary,Los Angeles Unified,Los Angeles,767,3,1,1,0,0,96,0,1,0,100,4,0,38,22,10,18,24,N/A,67,38,30,22,8,2,2.06
,Lillian Larsen Elementary,San Miguel Joint Union,San Luis Obispo,767,3,1,0,0,0,73,2,23,0,82,13,6,43,13,11,19,20,20,95,31,39,24,5,0,2.04
,Vista San Gabriel Elementary,Wilsona Elementary,Los Angeles,767,3,10,1,0,0,64,0,22,2,99,0,3,40,4,12,27,31,N/A,94,32,38,23,6,0,2.04
,Robert Heideman Elementary,Tustin Unified,Orange,767,3,2,0,1,0,97,0,0,0,100,2,0,76,9,11,24,36,N/A,90,37,41,17,4,2,1.92
,Dixieland Elementary,Madera Unified,Madera,767,3,1,0,1,0,86,1,10,0,90,4,6,30,21,3,26,33,N/A,100,47,30,17,4,3,1.85
,Horton Elementary,San Diego Unified,San Diego,767,3,7,0,7,0,84,1,0,2,100,13,0,61,16,17,19,31,N/A,97,47,31,17,5,1,1.82
,Franklin Elementary,Santa Barbara Unified,Santa Barbara,767,3,2,1,0,0,94,0,2,1,100,2,0,84,1,18,23,26,N/A,91,46,36,12,4,2,1.8
,West Fresno Elementary,Washington Unified,Fresno,767,3,12,0,12,0,74,0,1,0,87,0,13,54,6,9,20,24,N/A,99,56,23,16,4,0,1.7
D,Discovery Charter Preparatory No. 2,Los Angeles Unified,Los Angeles,767,6,1,0,0,1,98,0,0,0,91,0,0,31,51,7,N/A,N/A,23,91,66,25,6,3,0,1.46
Y,Yuba River Charter,Nevada County Office of Educat,Nevada,766,3,1,1,4,0,8,1,82,0,44,1,0,0,0,10,24,30,N/A,29,0,2,33,36,30,3.93
Y,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,766,3,1,2,0,1,3,0,86,7,9,8,0,0,0,10,18,17,11,96,1,5,29,43,22,3.79
,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,766,6,17,2,6,12,23,1,20,19,28,14,0,3,12,6,N/A,N/A,33,98,4,19,33,36,8,3.24
,C. C. Violette Elementary,Garden Grove Unified,Orange,766,3,0,0,12,0,85,1,3,0,76,0,0,65,16,9,25,31,N/A,3,0,27,27,45,0,3.18
,South San Francisco High,South San Francisco Unified,San Mateo,766,6,3,0,11,26,47,4,8,0,45,11,2,17,24,8,N/A,N/A,28,98,10,22,31,23,15,3.1
,Capuchino High,San Mateo Union High,San Mateo,766,6,1,0,10,10,44,5,22,8,28,12,0,18,14,13,N/A,N/A,26,94,11,23,30,25,13,3.06
,Santa Clara High,Santa Clara Unified,Santa Clara,766,6,6,0,16,13,33,1,27,4,42,11,2,13,26,17,N/A,N/A,28,89,11,26,28,28,7,2.94
,North Park Elementary,San Bernardino City Unified,San Bernardino,766,3,23,0,3,1,55,0,16,1,97,14,0,14,5,7,29,28,N/A,70,13,27,37,13,10,2.8
,Will C. Wood Middle,Alameda City Unified,Alameda,766,4,17,0,33,12,19,2,16,1,60,7,0,30,14,13,N/A,24,24,96,14,26,30,26,4,2.79
,Wilson Middle,Exeter Union Elementary,Tulare,766,4,1,1,0,0,55,0,39,0,60,9,6,10,0,4,,,,97,18,22,34,15,11,2.79
,Colonial Heights,Lincoln Unified,San Joaquin,766,3,14,2,8,4,42,3,28,0,71,3,0,14,3,13,26,29,20,93,12,22,43,19,3,2.79
,Ready Springs Elementary,Ready Springs Union Elementary,Nevada,766,3,2,1,0,1,13,1,81,1,73,0,0,3,0,17,23,22,N/A,99,8,31,42,16,4,2.77
,Marshall Fundamental,Pasadena Unified,Los Angeles,766,6,12,0,3,1,63,0,16,4,69,23,0,10,29,11,N/A,28,30,87,23,25,19,18,15,2.76
,Mesa View Middle,Yucaipa-Calimesa Joint Unified,San Bernardino,766,4,1,1,1,0,41,1,53,1,51,21,0,13,7,14,N/A,N/A,30,97,13,36,26,14,10,2.71
,Palm Vista Elementary,Morongo Unified,San Bernardino,766,3,9,1,0,0,32,3,50,6,67,2,0,6,0,16,25,29,N/A,91,12,29,41,13,5,2.71
,Pine Street Elementary,Bishop Unified,Inyo,766,3,0,21,2,0,36,0,35,2,54,15,0,13,12,12,21,28,N/A,94,13,37,29,13,8,2.67
,"Joseph Widmer, Jr., Elementary",Manteca Unified,San Joaquin,766,3,9,0,11,12,50,1,15,1,61,0,1,26,13,12,28,30,29,90,14,34,27,21,4,2.67
,Mar Vista Middle,Sweetwater Union High,San Diego,766,4,5,0,0,7,75,0,12,0,75,12,0,27,19,13,N/A,N/A,29,86,20,25,34,15,5,2.61
,Fremont High,Fremont Union High,Santa Clara,766,6,3,0,17,11,45,1,20,3,45,3,0,22,24,13,N/A,N/A,28,100,29,23,19,19,10,2.59
,Upland Junior High,Upland Unified,San Bernardino,766,4,13,0,2,1,66,0,15,2,78,11,0,15,6,13,N/A,N/A,28,96,16,29,39,12,4,2.59
,,Banta Elementary,San Joaquin,766,B,3,0,1,0,62,0,33,1,65,0,3,22,17,13,20,29,N/A,100,21,25,37,12,6,2.57
,Banta Elementary,Banta Elementary,San Joaquin,766,3,3,0,1,0,62,0,33,1,65,0,3,22,17,13,20,29,N/A,100,21,25,37,12,6,2.57
,Mare Island Elementary,Vallejo City Unified,Solano,766,3,25,0,0,11,44,1,12,4,76,2,0,18,18,12,19,25,N/A,93,18,32,32,13,5,2.53
,Butte County Special Education,Butte County Office of Educati,Butte,766,C,0,3,14,0,24,0,59,0,81,0,0,5,19,100,N/A,8,N/A,46,35,18,18,18,12,2.53
,Ethel Phillips Elementary,Sacramento City Unified,Sacramento,766,3,12,0,7,0,71,1,6,2,100,6,0,54,9,17,20,23,N/A,53,21,34,26,11,9,2.53
,Ruby Drive Elementary,Placentia-Yorba Linda Unified,Orange,766,3,1,0,1,1,90,1,7,0,91,0,0,49,18,17,23,32,N/A,49,23,32,27,13,5,2.44
,Greenfield Middle,Cajon Valley Union,San Diego,766,4,11,1,0,1,41,1,40,3,70,7,0,21,20,10,N/A,29,29,90,15,43,30,10,2,2.4
,Ethel Kucera Middle,Rialto Unified,San Bernardino,766,4,17,0,1,0,72,2,8,0,77,18,0,15,16,8,N/A,29,23,90,26,33,25,13,4,2.37
,Warner Junior/Senior High,Warner Unified,San Diego,766,6,3,22,3,0,33,0,30,9,70,13,0,10,13,9,N/A,N/A,11,100,25,36,29,7,3,2.28
,Stonecreek Junior High,Panama-Buena Vista Union,Kern,766,4,10,0,10,1,64,0,14,0,71,17,0,10,24,7,N/A,N/A,31,72,21,45,20,13,1,2.28
,D. W. Babcock Elementary,Twin Rivers Unified,Sacramento,766,3,21,0,3,0,55,0,17,3,78,7,0,29,6,15,24,24,N/A,90,25,38,27,9,1,2.23
,Mountain View Elementary,Riverside Unified,Riverside,766,3,5,0,3,0,78,0,13,0,84,8,0,35,13,15,27,32,N/A,97,30,31,27,9,3,2.23
,,Chatom Union,Stanislaus,766,B,0,0,0,0,62,0,37,0,82,6,0,58,5,11,22,29,25,77,36,30,16,15,3,2.21
,Greenfield Middle,Greenfield Union,Kern,766,4,9,1,3,1,79,0,7,1,78,7,4,20,34,9,N/A,28,20,75,28,41,19,8,4,2.2
,Hudnall (Claude) Elementary,Inglewood Unified,Los Angeles,766,3,27,0,0,0,72,0,1,0,93,2,0,24,0,16,29,30,N/A,97,29,34,27,9,0,2.18
,Chollas/Mead Elementary,San Diego Unified,San Diego,766,3,9,1,8,1,80,1,0,1,100,22,0,65,7,10,25,30,N/A,80,30,41,17,9,2,2.12
,South Ranchito Elementary,El Rancho Unified,Los Angeles,766,3,0,0,0,0,98,0,1,0,85,0,1,49,9,10,25,29,N/A,89,32,33,28,6,1,2.1
,Farmington Elementary,Escalon Unified,San Joaquin,766,3,0,0,0,0,78,0,22,0,83,3,20,59,7,7,17,21,N/A,86,42,32,15,5,6,2.02
,,Bellevue Union Elementary,Sonoma,766,B,3,1,5,0,81,0,9,1,90,4,5,70,7,14,21,27,N/A,88,37,40,15,6,2,1.97
,Kelley Elementary,Rialto Unified,San Bernardino,766,3,10,0,1,0,83,2,3,0,92,11,0,43,13,4,24,33,N/A,87,42,36,16,4,2,1.9
,Isbell Middle,Santa Paula Elementary,Ventura,766,4,0,0,0,0,94,0,5,0,100,17,9,35,31,15,N/A,28,26,97,47,27,20,5,1,1.85
,Golden Oak Elementary,Richland Union Elementary,Kern,766,3,0,0,0,0,98,0,0,0,98,13,6,46,25,8,24,28,N/A,89,45,39,12,3,1,1.78
,Riley Elementary,San Bernardino City Unified,San Bernardino,766,3,9,0,0,0,85,1,3,1,98,7,0,59,6,4,19,22,N/A,55,53,28,11,5,2,1.75
,Sixty-First Street Elementary,Los Angeles Unified,Los Angeles,766,3,14,0,0,0,85,0,0,0,89,3,0,46,25,10,20,19,N/A,84,57,28,9,3,3,1.67
,Curren Elementary,Oxnard,Ventura,766,3,1,0,1,0,94,0,3,0,93,0,3,61,16,9,20,24,N/A,99,57,28,10,3,1,1.63
,Mayo Elementary,Compton Unified,Los Angeles,766,3,7,0,0,0,93,0,0,0,88,2,0,55,24,4,29,31,N/A,91,62,25,8,4,1,1.57
,C. C. Lambert Elementary,Tustin Unified,Orange,766,3,0,0,0,0,99,0,0,0,99,1,0,86,6,9,26,33,N/A,96,63,27,6,3,1,1.5
,San Pedro Elementary,San Rafael City Elementary,Marin,766,3,1,0,0,0,98,0,0,0,97,0,0,90,5,14,20,19,N/A,97,64,25,8,2,0,1.49
Y,Trivium Charter,Blochman Union Elementary,Santa Barbara,765,3,2,0,1,0,21,1,67,0,29,4,0,0,0,1,16,20,3,97,0,10,27,43,20,3.74
,,Jefferson Union High,San Mateo,765,B,3,0,13,26,28,2,16,11,35,1,0,13,21,8,N/A,N/A,28,94,6,16,32,37,9,3.28
,Live Oak High,Morgan Hill Unified,Santa Clara,765,6,2,0,4,2,47,0,44,0,32,26,4,19,11,10,N/A,N/A,31,86,15,17,27,27,14,3.07
,Ralph Waldo Emerson Middle,Los Angeles Unified,Los Angeles,765,4,18,0,5,2,52,1,21,1,64,20,0,14,22,11,N/A,29,30,52,22,18,20,24,16,2.94
,Winters High,Winters Joint Unified,Yolo,765,6,1,0,0,0,59,0,39,1,55,13,3,15,32,11,N/A,N/A,24,84,18,22,27,21,12,2.86
,,Burton Elementary,Tulare,765,B,1,1,3,3,61,0,31,0,70,8,8,24,5,7,24,31,24,97,17,23,40,14,7,2.7
,Myron D. Witter Elementary,Brawley Elementary,Imperial,765,3,1,0,0,0,91,0,7,0,76,3,9,41,0,10,25,N/A,N/A,100,13,34,37,12,4,2.6
D,Mare Island Technology Academy,Vallejo City Unified,Solano,765,4,15,0,3,12,49,0,9,0,58,0,0,9,26,6,N/A,34,28,98,21,26,33,12,8,2.59
,Waterford Middle,Waterford Unified,Stanislaus,765,4,1,1,1,0,60,0,34,1,75,16,13,25,20,11,N/A,28,25,73,19,48,5,20,8,2.51
,,Chowchilla Elementary,Madera,765,B,2,1,1,0,60,0,35,0,82,5,5,23,16,8,19,27,28,91,25,28,27,13,6,2.49
,Gault Elementary,Santa Cruz City Elementary,Santa Cruz,765,3,1,0,0,1,66,0,30,1,70,10,6,48,13,11,21,23,N/A,85,27,29,22,16,6,2.46
,Melvin Avenue Elementary,Los Angeles Unified,Los Angeles,765,3,4,0,8,2,77,1,8,0,80,12,0,35,17,12,18,20,N/A,93,23,32,27,13,5,2.45
,Monache High,Porterville Unified,Tulare,765,6,1,1,4,4,70,0,19,1,55,5,7,14,25,5,N/A,N/A,28,95,31,22,27,15,6,2.44
,Independence High,East Side Union High,Santa Clara,765,6,3,0,41,19,32,1,4,0,46,2,1,21,39,7,N/A,N/A,30,88,28,27,24,17,5,2.42
,Lime Street Elementary,Hesperia Unified,San Bernardino,765,3,17,1,2,1,61,0,18,1,82,2,0,23,3,10,28,28,N/A,90,22,35,31,6,7,2.41
,Cucamonga Elementary,Cucamonga Elementary,San Bernardino,765,3,12,0,3,3,72,1,9,0,86,5,0,35,5,15,21,34,N/A,97,17,37,37,8,1,2.39
,Tara Hills Elementary,West Contra Costa Unified,Contra Costa,765,3,19,1,11,9,47,0,13,0,72,2,0,32,15,15,22,32,N/A,86,10,56,21,12,1,2.38
,Tulare Western High,Tulare Joint Union High,Tulare,765,6,4,0,2,0,74,0,19,0,72,16,7,16,23,6,N/A,N/A,27,78,28,29,29,10,5,2.36
,,Lone Pine Unified,Inyo,765,B,1,14,3,0,48,0,32,2,64,10,0,24,19,14,22,24,13,99,24,36,24,12,3,2.35
,Taylor Street Elementary,Robla Elementary,Sacramento,765,3,17,0,27,2,37,2,11,2,87,15,0,43,10,13,23,26,N/A,93,24,36,23,16,2,2.35
,Eucalyptus Elementary,Hesperia Unified,San Bernardino,765,3,7,1,1,1,70,1,19,0,81,3,0,31,7,5,29,30,N/A,93,22,42,21,11,4,2.32
,Junction K-8,Livermore Valley Joint Unified,Alameda,765,3,3,1,3,4,64,0,22,3,63,7,9,36,18,18,22,26,26,97,37,22,20,14,7,2.31
,Parkway Elementary,Sacramento City Unified,Sacramento,765,3,29,2,28,1,32,3,2,2,99,7,0,34,12,13,26,30,N/A,55,34,28,20,10,7,2.29
,,Warner Unified,San Diego,765,B,2,26,1,0,33,0,29,9,76,6,0,14,9,14,17,20,10,99,20,45,27,5,2,2.24
,Pedley Elementary,Jurupa Unified,Riverside,765,3,2,0,1,1,84,0,12,0,87,7,0,46,12,12,25,28,N/A,97,31,33,24,7,5,2.22
,,Monson-Sultana Joint Union Ele,Tulare,765,B,0,0,1,0,89,0,9,1,100,5,8,32,18,3,26,22,N/A,100,36,28,20,9,7,2.22
,Monson-Sultana Elementary,Monson-Sultana Joint Union Ele,Tulare,765,3,0,0,1,0,89,0,9,1,100,5,8,33,18,3,26,22,N/A,100,36,28,20,9,7,2.22
,Magnolia Elementary,Azusa Unified,Los Angeles,765,3,3,0,1,0,89,0,7,1,80,3,2,36,8,10,24,31,N/A,99,28,39,24,8,1,2.16
,Serrano Middle,San Bernardino City Unified,San Bernardino,765,4,17,1,3,0,63,1,13,0,95,9,0,16,22,15,N/A,7,26,83,33,32,24,8,3,2.16
,Lloyd G. Johnson Junior High,Pierce Joint Unified,Colusa,765,4,2,1,1,0,71,0,25,0,74,6,21,17,43,13,N/A,24,21,98,39,27,21,7,6,2.15
,,Shandon Joint Unified,San Luis Obispo,765,B,1,0,0,0,66,0,30,1,74,0,13,32,15,17,23,29,13,81,30,37,28,5,1,2.1
,Yorbita Elementary,Rowland Unified,Los Angeles,765,3,1,0,1,6,89,0,3,0,90,6,1,41,19,8,18,26,N/A,100,29,43,21,6,1,2.08
Y,East Oakland Leadership Academy,Oakland Unified,Alameda,765,3,31,0,2,0,64,0,1,1,86,0,0,27,32,1,,,,59,40,26,26,4,4,2.06
,McKinley Elementary,Long Beach Unified,Los Angeles,765,3,18,0,3,1,71,4,3,0,88,0,1,37,22,6,28,34,N/A,74,40,31,18,9,2,2.02
,,Paramount Unified,Los Angeles,765,B,9,0,1,1,87,1,1,0,92,6,0,33,30,11,25,26,29,93,41,32,17,6,4,2
,Julius Corsini Elementary,Palm Springs Unified,Riverside,765,3,11,0,1,1,69,1,17,0,92,2,0,44,5,16,26,28,N/A,84,35,41,16,5,3,2
,,Wilsona Elementary,Los Angeles,765,B,12,2,0,0,66,0,18,1,100,1,3,33,12,14,27,31,27,95,39,32,21,7,1,1.99
,Roosevelt Elementary,San Bernardino City Unified,San Bernardino,765,3,6,0,1,0,89,0,3,1,97,29,0,55,11,8,27,30,N/A,56,41,33,18,5,3,1.95
