Gss year for this respondent                       ,Welfare,Highways and bridges,Social security,Mass transportation,Parks and recreation,Assistance for childcare,Supporting scientific research        ,Developing alternative energy sources,Foreign aid,"Military, armaments, and defense",Improving the conditions of blacks,Respondent id number,Space exploration program,Improving & protecting environment,Improving & protecting nations health,Solving problems of big cities,Halting rising crime rate,Dealing with drug addiction,Improving nations education system,Ballot used for interview
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,1340,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,About right,About right,Too little,About right,About right,Too little,Too little,Too little,Too much,Too much,Too little,1341,About right,Too little,About right,Too much,Too little,Too little,About right,Ballot a
2016,Too much,Too little,Too little,Too little,About right,Too little,About right,Too little,Too much,Too little,About right,1342,About right,About right,About right,Too little,Too little,About right,Too little,Ballot c
2016,Not applicable,About right,About right,Too little,About right,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,1343,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too much,Too little,About right,Too little,About right,About right,Too much,Too much,Too much,Too little,Too much,1344,Too little,Too little,About right,Too little,Too little,Too much,About right,Ballot a
2016,About right,About right,Too little,About right,About right,About right,About right,About right,Too much,About right,Too much,1345,Too much,About right,Too little,Too little,Too little,About right,Too little,Ballot b
2016,Not applicable,About right,Too little,About right,Don't know,About right,About right,About right,Not applicable,Not applicable,Not applicable,1346,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,No answer,No answer,Too much,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,1347,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Ballot c
2016,Not applicable,About right,Too little,Too little,About right,Don't know,Too little,Too little,Not applicable,Not applicable,Not applicable,1348,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Not applicable,Too little,Too little,About right,Too little,About right,Too little,Too little,Not applicable,Not applicable,Not applicable,1349,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Too much,Too little,Too much,Too little,Too little,Too little,Too much,Too much,About right,About right,About right,1350,About right,About right,Too little,Too little,Too little,Too little,Too little,Ballot c
2016,Not applicable,Too little,Too little,About right,About right,About right,About right,Too little,Not applicable,Not applicable,Not applicable,1351,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Not applicable,About right,About right,About right,About right,About right,Too little,Too little,Not applicable,Not applicable,Not applicable,1352,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Too much,Too little,Too little,About right,About right,Too little,Too little,Too little,Too much,Too much,About right,1353,About right,About right,Too much,Too little,Too little,About right,Too little,Ballot b
2016,Not applicable,About right,Too little,Too little,About right,Too little,About right,About right,Not applicable,Not applicable,Not applicable,1354,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Not applicable,Too little,About right,About right,About right,About right,About right,Too little,Not applicable,Not applicable,Not applicable,1355,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Not applicable,About right,Too little,Too little,Too little,About right,Too little,Too much,Not applicable,Not applicable,Not applicable,1356,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Too much,Too little,About right,About right,About right,Too little,Too little,Too little,Too much,About right,About right,1357,About right,Too little,About right,About right,About right,Too little,Too little,Ballot a
2016,Not applicable,Too little,About right,About right,About right,Too much,About right,About right,Not applicable,Not applicable,Not applicable,1358,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Too much,Too much,Too much,About right,Too little,About right,About right,Too little,About right,Too little,About right,1359,Too little,Too little,About right,Too much,About right,Too little,Too little,Ballot c
2016,Too much,About right,Too little,About right,About right,About right,Too much,Too much,Too much,Too little,Too little,1360,Too much,Too much,Too little,Too much,Too little,Too little,Too little,Ballot a
2016,Not applicable,Too little,Too little,Too little,Too little,Too little,Don't know,Don't know,Not applicable,Not applicable,Not applicable,1361,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Not applicable,Too little,Too little,Too much,Too little,About right,About right,About right,Not applicable,Not applicable,Not applicable,1362,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Not applicable,About right,Too little,Too little,About right,Too little,About right,About right,Not applicable,Not applicable,Not applicable,1363,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,About right,Too little,Too little,Too little,About right,Too little,About right,Too little,About right,About right,Too little,1364,About right,About right,Too little,Too little,Too little,Too little,Too little,Ballot a
2016,Not applicable,About right,Don't know,Too little,About right,Don't know,Don't know,About right,Not applicable,Not applicable,Not applicable,1365,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,About right,Too much,Too little,About right,Too little,Too little,Too much,Too little,About right,Don't know,Too little,1366,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Ballot b
2016,Not applicable,Too little,Too little,Don't know,Too little,Too little,Don't know,Too much,Not applicable,Not applicable,Not applicable,1367,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Too much,Too little,Too little,About right,About right,About right,About right,Don't know,About right,Don't know,About right,1368,About right,Too little,Too little,Don't know,Too little,About right,Too little,Ballot c
2016,Not applicable,Too little,About right,Too little,Too little,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,1369,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too little,About right,About right,Too little,About right,About right,Too little,Too little,Too little,About right,Too little,1370,Too much,Too little,About right,Don't know,Too little,Too little,About right,Ballot a
2016,Not applicable,Too much,Too little,About right,About right,Don't know,Too little,About right,Not applicable,Not applicable,Not applicable,1371,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot a
2016,Not applicable,Too much,About right,Too little,About right,About right,Too much,Don't know,Not applicable,Not applicable,Not applicable,1372,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot b
2016,Too little,About right,Too little,About right,About right,Too little,About right,Too little,Too little,Too much,Too little,1373,About right,Too little,Too little,Too little,About right,Too little,Too little,Ballot a
2016,Not applicable,Too little,Too little,About right,Too little,Too little,Too little,Too little,Not applicable,Not applicable,Not applicable,1374,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Ballot c
2016,Too much,Too much,About right,About right,Too little,Too little,Too little,Don't know,Too much,About right,About right,1375,Don't know,Too little,Too much,Too little,About right,Too little,About right,Ballot b
